ledger,phase_group,family_id,logical_run_id,benchmark,regime,stage_count,weighting,K,horizon_steps,seed,paper_role,train_mode,world_size,num_nodes,ppn,gpu_count,train_started_at_iso,train_finished_at_iso,train_walltime_seconds,train_walltime_hours,train_gpu_hours,scheduler_attempt_count,walltime_source,notes
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h500000,cifar10,ddp_strict,1,terminal,100,500000,1,headline,ddp_fullk,4,1,4,4,2026-04-12T02:41:38Z,2026-04-12T16:35:22Z,50024,13.895556,55.582222,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed2:h500000,cifar10,ddp_strict,1,terminal,100,500000,2,headline,ddp_fullk,4,1,4,4,2026-04-14T04:20:36Z,2026-04-14T18:16:53Z,50177,13.938056,55.752222,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed3:h500000,cifar10,ddp_strict,1,terminal,100,500000,3,headline,ddp_fullk,4,1,4,4,2026-04-16T00:07:34Z,2026-04-16T11:47:28Z,41994,11.665000,46.660000,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,cifar10,strict_pipeline,4,deepest,100,500000,1,control,pipe_strict,4,1,4,4,2026-04-19T05:46:02Z,2026-04-19T11:43:05Z,21423,5.950833,23.803333,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,cifar10,strict_pipeline,4,deepest,100,500000,2,control,pipe_strict,4,1,4,4,2026-04-18T16:07:45Z,2026-04-18T22:06:00Z,21495,5.970833,23.883333,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,cifar10,strict_pipeline,4,deepest,100,500000,3,control,pipe_strict,4,1,4,4,2026-04-19T06:22:34Z,2026-04-19T12:21:43Z,21549,5.985833,23.943333,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,cifar10,strict_pipeline,4,equal,100,500000,1,headline,pipe_strict,4,1,4,4,2026-04-12T10:01:46Z,2026-04-12T16:00:20Z,21514,5.976111,23.904444,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,cifar10,strict_pipeline,4,equal,100,500000,2,headline,pipe_strict,4,1,4,4,2026-04-16T01:21:43Z,2026-04-16T07:19:56Z,21493,5.970278,23.881111,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,cifar10,strict_pipeline,4,equal,100,500000,3,headline,pipe_strict,4,1,4,4,2026-04-15T07:28:06Z,2026-04-15T13:27:47Z,21581,5.994722,23.978889,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed4:h500000,cifar10,pipeline,4,equal,100,500000,4,headline,pipe_strict,4,1,4,4,2026-04-30T08:14:24Z,2026-04-30T14:09:07Z,21283,5.911944,23.647778,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed5:h500000,cifar10,pipeline,4,equal,100,500000,5,headline,pipe_strict,4,1,4,4,2026-04-30T08:53:04Z,2026-04-30T14:51:21Z,21497,5.971389,23.885556,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed1:h500000,cifar10,single_strict,1,terminal,100,500000,1,headline,single_fullk,1,1,1,1,2026-04-14T03:26:31Z,2026-04-14T17:19:48Z,49997,13.888056,13.888056,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h500000,cifar10,single_strict,1,terminal,100,500000,2,headline,single_fullk,1,1,1,1,2026-04-23T05:44:40Z,2026-04-23T19:38:10Z,50010,13.891667,13.891667,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h500000,cifar10,single_strict,1,terminal,100,500000,3,headline,single_fullk,1,1,1,1,2026-04-20T15:39:53Z,2026-04-21T05:29:38Z,49785,13.829167,13.829167,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed1:h500000,cifar10,single_emulation,2,deepest,100,500000,1,headline,single_pipe_emul,1,1,1,1,2026-04-12T09:05:43Z,2026-04-12T23:10:33Z,50690,14.080556,14.080556,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed2:h500000,cifar10,single_emulation,2,deepest,100,500000,2,headline,single_pipe_emul,1,1,1,1,2026-04-16T01:05:53Z,2026-04-16T14:40:43Z,48890,13.580556,13.580556,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed3:h500000,cifar10,single_emulation,2,deepest,100,500000,3,headline,single_pipe_emul,1,1,1,1,2026-04-15T07:27:52Z,2026-04-15T21:32:15Z,50663,14.073056,14.073056,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed1:h500000,cifar10,single_emulation,2,equal,100,500000,1,headline,single_pipe_emul,1,1,1,1,2026-04-12T10:02:09Z,2026-04-13T00:12:46Z,51037,14.176944,14.176944,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed2:h500000,cifar10,single_emulation,2,equal,100,500000,2,headline,single_pipe_emul,1,1,1,1,2026-04-15T07:27:52Z,2026-04-15T21:35:06Z,50834,14.120556,14.120556,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed3:h500000,cifar10,single_emulation,2,equal,100,500000,3,headline,single_pipe_emul,1,1,1,1,2026-04-15T10:02:10Z,2026-04-16T00:07:23Z,50713,14.086944,14.086944,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,ddp_P1_terminal_K100,current_cifar_paper:cifar10:ddp_P1_terminal_K100:seed1:h300000,cifar10,ddp_strict,1,terminal,100,300000,1,control,ddp_fullk,4,1,4,4,2026-04-21T01:49:08Z,2026-04-21T10:13:22Z,30254,8.403889,33.615556,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,ddp_P1_terminal_K25,current_cifar_paper:cifar10:ddp_P1_terminal_K25:seed1:h300000,cifar10,ddp_strict,1,terminal,25,300000,1,control,ddp_fullk,4,1,4,4,2026-04-19T06:36:35Z,2026-04-19T10:09:36Z,12781,3.550278,14.201111,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,ddp_P1_terminal_K50,current_cifar_paper:cifar10:ddp_P1_terminal_K50:seed1:h300000,cifar10,ddp_strict,1,terminal,50,300000,1,control,ddp_fullk,4,1,4,4,2026-04-21T00:33:53Z,2026-04-21T05:44:47Z,18654,5.181667,20.726667,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,pipe_P4_deepest_K100,current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,cifar10,strict_pipeline,4,deepest,100,300000,1,control,pipe_strict,4,1,4,4,2026-04-23T05:51:30Z,2026-04-23T08:49:52Z,10702,2.972778,11.891111,2,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,pipe_P4_equal_K100,current_cifar_paper:cifar10:pipe_P4_equal_K100:seed1:h300000,cifar10,strict_pipeline,4,equal,100,300000,1,control,pipe_strict,4,1,4,4,2026-04-17T15:16:16Z,2026-04-17T18:52:22Z,12966,3.601667,14.406667,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
current_cifar_paper,O5,pipe_P4_equal_K100,current_cifar_paper:cifar10:pipe_P4_equal_K100:seed2:h300000,cifar10,pipeline,4,equal,100,300000,2,control,pipe_strict,4,1,4,4,2026-04-30T08:53:03Z,2026-04-30T12:26:16Z,12793,3.553611,14.214444,1,job_info_successful_attempt,Per-step wallclock is linear interpolation from successful-attempt total walltime; failed/preempted fragments are not added unless represented in canonical job_info.
