ledger,phase_group,family_id,logical_run_id,scheduler_attempt_count,benchmark,regime,stage_count,weighting,K,horizon_steps,seed,status,paper_role,canonical_run_dir,latest_checkpoint,latest_eval_step,notes
current_cifar_paper,O2,pipe_P2_equal,current_cifar_paper:cifar10:pipe_P2_equal:seed1:h300000,1,cifar10,strict_pipeline,2,equal,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P2_uniform_K100_seed1_300k_20260406_214845,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P2_uniform_K100_seed1_300k_20260406_214845/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P2_deepest,current_cifar_paper:cifar10:pipe_P2_deepest:seed1:h300000,1,cifar10,strict_pipeline,2,deepest,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P2_deep_K100_seed1_300k_20260406_214845,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P2_deep_K100_seed1_300k_20260406_214845/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed1:h300000,1,cifar10,strict_pipeline,4,equal,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P4_uniform_K100_seed1_300k_20260406_214845,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P4_uniform_K100_seed1_300k_20260406_214845/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h300000,1,cifar10,strict_pipeline,4,deepest,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P4_deep_K100_seed1_300k_20260406_214845,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P4_deep_K100_seed1_300k_20260406_214845/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P8_equal,current_cifar_paper:cifar10:pipe_P8_equal:seed1:h300000,3,cifar10,strict_pipeline,8,equal,100,300000,1,completed,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P8_uniform_K100_seed1_300k_resume_20260424_033325,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P8_uniform_K100_seed1_300k_resume_20260424_033325/checkpoints/ckpt_step299999.pt,300000,Paired with O1 single emulation; deduped 3 execution attempts; 2 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O2,pipe_P8_deepest,current_cifar_paper:cifar10:pipe_P8_deepest:seed1:h300000,1,cifar10,strict_pipeline,8,deepest,100,300000,1,completed,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P8_deep_K100_seed1_300k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P8_deep_K100_seed1_300k_20260415_152655/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P16_equal,current_cifar_paper:cifar10:pipe_P16_equal:seed1:h300000,1,cifar10,strict_pipeline,16,equal,100,300000,1,completed,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P16_uniform_K100_seed1_300k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P16_uniform_K100_seed1_300k_20260415_152655/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O2,pipe_P16_deepest,current_cifar_paper:cifar10:pipe_P16_deepest:seed1:h300000,1,cifar10,strict_pipeline,16,deepest,100,300000,1,completed,appendix,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P16_deep_K100_seed1_300k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O2/O2_pipe_strict_P16_deep_K100_seed1_300k_20260415_152655/checkpoints/ckpt_step99999.pt,300000,Paired with O1 single emulation
current_cifar_paper,O3,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed2:h300000,1,cifar10,ddp_strict,1,terminal,100,300000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed2_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed2_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Expand robustness for new mainline
current_cifar_paper,O3,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed3:h300000,1,cifar10,ddp_strict,1,terminal,100,300000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed3_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed3_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Expand robustness for new mainline
current_cifar_paper,O3,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed4:h300000,1,cifar10,ddp_strict,1,terminal,100,300000,4,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed4_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed4_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Expand robustness for new mainline
current_cifar_paper,O3,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed5:h300000,1,cifar10,ddp_strict,1,terminal,100,300000,5,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed5_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_ddp_fullk_K100_seed5_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Expand robustness for new mainline
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,1,cifar10,strict_pipeline,4,equal,100,300000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed2_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed2_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current pipeline trajectory candidate
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,1,cifar10,strict_pipeline,4,equal,100,300000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed3_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed3_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current pipeline trajectory candidate
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,2,cifar10,strict_pipeline,4,equal,100,300000,4,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_resume_20260412_143159,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_resume_20260412_143159/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current pipeline trajectory candidate; deduped 2 execution attempts
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,1,cifar10,strict_pipeline,4,equal,100,300000,5,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed5_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed5_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current pipeline trajectory candidate
current_cifar_paper,O3,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed2:h300000,1,cifar10,single_emulation,2,equal,100,300000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current single-side trajectory candidate
current_cifar_paper,O3,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed3:h300000,1,cifar10,single_emulation,2,equal,100,300000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current single-side trajectory candidate
current_cifar_paper,O3,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed2:h300000,1,cifar10,single_emulation,2,deepest,100,300000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current single-side endpoint candidate
current_cifar_paper,O3,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed3:h300000,1,cifar10,single_emulation,2,deepest,100,300000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for current single-side endpoint candidate
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h300000,1,cifar10,single_strict,1,terminal,100,300000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Seed expansion for single-side baseline reference
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h300000,4,cifar10,single_strict,1,terminal,100,300000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303/checkpoints/ckpt_step299999.pt,300000,Seed expansion for single-side baseline reference; deduped 4 execution attempts; 2 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O3,pipe_P2_equal,current_cifar_paper:cifar10:pipe_P2_equal:seed2:h300000,1,cifar10,strict_pipeline,2,equal,100,300000,2,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Lower-priority control expansion
current_cifar_paper,O3,pipe_P2_equal,current_cifar_paper:cifar10:pipe_P2_equal:seed3:h300000,1,cifar10,strict_pipeline,2,equal,100,300000,3,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,Lower-priority control expansion
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed1:h500000,1,cifar10,single_strict,1,terminal,100,500000,1,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon baseline
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h500000,2,cifar10,single_strict,1,terminal,100,500000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303/checkpoints/ckpt_step99999.pt,500000,Long-horizon baseline; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h500000,1,cifar10,single_strict,1,terminal,100,500000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655/checkpoints/ckpt_step99999.pt,500000,Long-horizon baseline
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h500000,1,cifar10,ddp_strict,1,terminal,100,500000,1,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,Long-horizon DDP baseline
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed2:h500000,1,cifar10,ddp_strict,1,terminal,100,500000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon DDP baseline
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed3:h500000,2,cifar10,ddp_strict,1,terminal,100,500000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_resume_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_resume_20260415_152638/checkpoints/ckpt_step99999.pt,500000,Long-horizon DDP baseline; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed1:h500000,1,cifar10,single_emulation,2,deepest,100,500000,1,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side endpoint candidate
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed2:h500000,2,cifar10,single_emulation,2,deepest,100,500000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed2_500k_resume_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed2_500k_resume_20260415_152638/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side endpoint candidate; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed3:h500000,1,cifar10,single_emulation,2,deepest,100,500000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed3_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed3_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side endpoint candidate
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed1:h500000,1,cifar10,single_emulation,2,equal,100,500000,1,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side trajectory candidate
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed2:h500000,1,cifar10,single_emulation,2,equal,100,500000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed2_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed2_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side trajectory candidate
current_cifar_paper,O4,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed3:h500000,1,cifar10,single_emulation,2,equal,100,500000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed3_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_uniform_K100_seed3_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon single-side trajectory candidate
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,1,cifar10,strict_pipeline,4,equal,100,500000,1,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline trajectory candidate
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,2,cifar10,strict_pipeline,4,equal,100,500000,2,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_retry_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_retry_20260415_152638/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline trajectory candidate; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,1,cifar10,strict_pipeline,4,equal,100,500000,3,completed,headline,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline trajectory candidate
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,2,cifar10,strict_pipeline,4,deepest,100,500000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline endpoint candidate; deduped 2 execution attempts
