ledger,phase_group,family_id,logical_run_id,scheduler_attempt_id,exp_id,benchmark,regime,stage_count,weighting,K,horizon_steps,seed,attempt_kind,attempt_status,scheduler_state,exit_status,train_job_id,submitted_at,started_at,finished_at,run_dir,latest_checkpoint,latest_eval_step,notes
current_cifar_paper,O3,pipe_P2_equal,current_cifar_paper:cifar10:pipe_P2_equal:seed3:h300000,7066258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P2_uniform_K100_seed3_300k,cifar10,strict_pipeline,2,equal,100,300000,3,scheduler,completed,,,7066258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-09T16:07:29Z,2026-04-09T21:00:49Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P2_uniform_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h300000,7023525.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P4_uniform_K100_seed2_300k,cifar10,strict_pipeline,4,equal,100,300000,2,scheduler,completed,,,7023525.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-07T17:21:01Z,2026-04-08T19:36:47Z,2026-04-08T23:13:34Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed2_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed2_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed3:h300000,7023526.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P4_uniform_K100_seed3_300k,cifar10,strict_pipeline,4,equal,100,300000,3,scheduler,completed,,,7023526.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-07T17:21:01Z,2026-04-09T01:39:31Z,2026-04-09T05:15:52Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed3_300k_20260407_172101,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed3_300k_20260407_172101/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,7066249.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P4_uniform_K100_seed4_300k,cifar10,strict_pipeline,4,equal,100,300000,4,scheduler,running,,,7066249.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-09T13:40:57Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_20260409_132633/checkpoints/ckpt_step9999.pt,,
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed4:h300000,7088056.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P4_uniform_K100_seed4_300k,cifar10,strict_pipeline,4,equal,100,300000,4,scheduler,completed,,,7088056.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-12T14:31:59Z,2026-04-13T11:33:54Z,2026-04-13T14:02:27Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_resume_20260412_143159,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed4_300k_resume_20260412_143159/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed5:h300000,7066250.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_pipe_strict_P4_uniform_K100_seed5_300k,cifar10,strict_pipeline,4,equal,100,300000,5,scheduler,completed,,,7066250.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-09T15:34:46Z,2026-04-09T19:12:27Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed5_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_pipe_strict_P4_uniform_K100_seed5_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h300000,7066255.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_fullk_K100_seed2_300k,cifar10,single_strict,1,terminal,100,300000,2,scheduler,completed,,,7066255.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-10T12:16:25Z,2026-04-10T20:36:47Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h300000,7066256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_fullk_K100_seed3_300k,cifar10,single_strict,1,terminal,100,300000,3,scheduler,running,,,7066256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-10T14:57:54Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step9999.pt,,
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h300000,7088057.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_fullk_K100_seed3_300k,cifar10,single_strict,1,terminal,100,300000,3,scheduler,failed,F,1,7088057.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-14T03:26:01Z,2026-04-14T03:26:22Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260412_143159,,,Job run at Tue Apr 14 at 03:25 on (x3212c0s1b1n0:ncpus=64) and fa
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h300000,7090255.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_fullk_K100_seed3_300k,cifar10,single_strict,1,terminal,100,300000,3,scheduler,failed,F,143,7090255.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-15T23:43:03Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260415_152638/checkpoints/ckpt_step99999.pt,,Job run at Wed Apr 15 at 23:43 on (x3211c0s37b0n0:ncpus=64) and t
current_cifar_paper,O3,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h300000,7096201.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_fullk_K100_seed3_300k,cifar10,single_strict,1,terminal,100,300000,3,scheduler,completed,F,0,7096201.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-21T22:33:03Z,2026-04-23T05:27:18Z,2026-04-23T10:53:23Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_fullk_K100_seed3_300k_resume_20260421_223303/checkpoints/ckpt_step299999.pt,300000,Job run at Thu Apr 23 at 05:27 on (x3212c0s37b0n0:ncpus=64) and f
current_cifar_paper,O3,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed2:h300000,7066253.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_pipe_emul_P2_deep_K100_seed2_300k,cifar10,single_emulation,2,deepest,100,300000,2,scheduler,completed,,,7066253.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-10T06:31:07Z,2026-04-10T14:57:43Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed3:h300000,7066254.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_pipe_emul_P2_deep_K100_seed3_300k,cifar10,single_emulation,2,deepest,100,300000,3,scheduler,completed,,,7066254.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-10T07:45:37Z,2026-04-10T16:16:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_deep_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed2:h300000,7066251.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_pipe_emul_P2_uniform_K100_seed2_300k,cifar10,single_emulation,2,equal,100,300000,2,scheduler,completed,,,7066251.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-09T23:14:04Z,2026-04-10T07:45:27Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed2_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed2_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O3,single_P2_equal,current_cifar_paper:cifar10:single_P2_equal:seed3:h300000,7066252.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O3_single_pipe_emul_P2_uniform_K100_seed3_300k,cifar10,single_emulation,2,equal,100,300000,3,scheduler,completed,,,7066252.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-10T02:31:35Z,2026-04-10T11:03:04Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed3_300k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O3/O3_single_pipe_emul_P2_uniform_K100_seed3_300k_20260409_132633/checkpoints/ckpt_step99999.pt,300000,
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed1:h500000,7066259.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_ddp_fullk_K100_seed1_500k,cifar10,ddp_strict,1,terminal,100,500000,1,scheduler,completed,,,7066259.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-12T02:41:38Z,2026-04-12T16:35:22Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed2:h500000,7088060.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_ddp_fullk_K100_seed2_500k,cifar10,ddp_strict,1,terminal,100,500000,2,scheduler,completed,F,0,7088060.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-12T14:32:08Z,2026-04-14T04:20:36Z,2026-04-14T18:16:53Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed2_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Job run at Tue Apr 14 at 04:20 on (x3210c0s37b0n0:ncpus=64) and f
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed3:h500000,7088061.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_ddp_fullk_K100_seed3_500k,cifar10,ddp_strict,1,terminal,100,500000,3,scheduler,failed,F,143,7088061.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-14T19:03:33Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_20260412_143208/checkpoints/ckpt_step9999.pt,,Job run at Tue Apr 14 at 19:03 on (x3212c0s25b0n0:ncpus=64) and t
current_cifar_paper,O4,ddp_P1_terminal,current_cifar_paper:cifar10:ddp_P1_terminal:seed3:h500000,7090256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_ddp_fullk_K100_seed3_500k,cifar10,ddp_strict,1,terminal,100,500000,3,scheduler,completed,F,0,7090256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-15T15:26:38Z,2026-04-16T00:07:34Z,2026-04-16T11:47:28Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_resume_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_ddp_fullk_K100_seed3_500k_resume_20260415_152638/checkpoints/ckpt_step99999.pt,500000,Job run at Thu Apr 16 at 00:07 on (x3209c0s25b1n0:ncpus=64) and f
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,7090270.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed1_500k,cifar10,strict_pipeline,4,deepest,100,500000,1,scheduler,completed,F,0,7090270.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-17T06:44:31Z,2026-04-17T12:40:04Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260415_152820,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260415_152820/checkpoints/ckpt_step99999.pt,500000,Job run at Fri Apr 17 at 06:44 on (x3212c0s25b1n0:ncpus=64) and f
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed1:h500000,7091884.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed1_500k,cifar10,strict_pipeline,4,deepest,100,500000,1,scheduler,completed,F,0,7091884.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-16T18:40:21Z,2026-04-19T05:46:02Z,2026-04-19T11:43:05Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed1_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Job run at Sun Apr 19 at 05:45 on (x3212c0s31b0n0:ncpus=64) and f
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,7090271.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed2_500k,cifar10,strict_pipeline,4,deepest,100,500000,2,scheduler,failed,F,143,7090271.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-16T22:12:34Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260415_152820,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260415_152820/checkpoints/ckpt_step4999.pt,,Job run at Thu Apr 16 at 22:12 on (x3209c0s13b1n0:ncpus=64) and t
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,7091885.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed2_500k,cifar10,strict_pipeline,4,deepest,100,500000,2,scheduler,completed,F,0,7091885.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-16T18:40:21Z,2026-04-18T16:07:45Z,2026-04-18T22:06:00Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Job run at Sat Apr 18 at 16:07 on (x3211c0s7b0n0:ncpus=64) and fi
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,7090272.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed3_500k,cifar10,strict_pipeline,4,deepest,100,500000,3,scheduler,failed,F,143,7090272.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-18T11:51:52Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260415_152820,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260415_152820/checkpoints/ckpt_step9999.pt,,Job run at Sat Apr 18 at 11:51 on (x3212c0s25b0n0:ncpus=64) and t
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,7091886.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_deep_K100_seed3_500k,cifar10,strict_pipeline,4,deepest,100,500000,3,scheduler,completed,F,0,7091886.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-16T18:40:21Z,2026-04-19T06:22:34Z,2026-04-19T12:21:43Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Job run at Sun Apr 19 at 06:22 on (x3212c0s25b0n0:ncpus=64) and f
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed1:h500000,7066262.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_uniform_K100_seed1_500k,cifar10,strict_pipeline,4,equal,100,500000,1,scheduler,completed,,,7066262.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-12T10:01:46Z,2026-04-12T16:00:20Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,7088066.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_uniform_K100_seed2_500k,cifar10,strict_pipeline,4,equal,100,500000,2,scheduler,failed,F,143,7088066.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-14T22:31:05Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_20260412_143208,,,Job run at Tue Apr 14 at 22:31 on (x3212c0s25b0n0:ncpus=64) and t
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed2:h500000,7090258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_uniform_K100_seed2_500k,cifar10,strict_pipeline,4,equal,100,500000,2,scheduler,completed,F,0,7090258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-15T15:26:38Z,2026-04-16T01:21:43Z,2026-04-16T07:19:56Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_retry_20260415_152638,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed2_500k_retry_20260415_152638/checkpoints/ckpt_step99999.pt,500000,Job run at Thu Apr 16 at 01:21 on (x3210c0s13b0n0:ncpus=64) and f
current_cifar_paper,O4,pipe_P4_equal,current_cifar_paper:cifar10:pipe_P4_equal:seed3:h500000,7088067.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_pipe_strict_P4_uniform_K100_seed3_500k,cifar10,strict_pipeline,4,equal,100,500000,3,scheduler,completed,F,0,7088067.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-12T14:32:08Z,2026-04-15T07:28:06Z,2026-04-15T13:27:47Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_uniform_K100_seed3_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Job run at Wed Apr 15 at 07:28 on (x3209c0s13b1n0:ncpus=64) and f
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed1:h500000,7088059.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_single_fullk_K100_seed1_500k,cifar10,single_strict,1,terminal,100,500000,1,scheduler,completed,F,0,7088059.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-12T14:32:08Z,2026-04-14T03:26:31Z,2026-04-14T17:19:48Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260412_143208,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed1_500k_20260412_143208/checkpoints/ckpt_step99999.pt,500000,Job run at Tue Apr 14 at 03:26 on (x3212c0s1b1n0:ncpus=64) and fi
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h500000,7090268.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_single_fullk_K100_seed2_500k,cifar10,single_strict,1,terminal,100,500000,2,scheduler,failed,F,143,7090268.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,,2026-04-17T06:15:58Z,,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_20260415_152655,,,Job run at Fri Apr 17 at 06:15 on (x3209c0s1b1n0:ncpus=64) and te
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed2:h500000,7096202.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_single_fullk_K100_seed2_500k,cifar10,single_strict,1,terminal,100,500000,2,scheduler,completed,F,0,7096202.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-21T22:33:03Z,2026-04-23T05:44:40Z,2026-04-23T19:38:10Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed2_500k_retry_20260421_223303/checkpoints/ckpt_step99999.pt,500000,Job run at Thu Apr 23 at 05:44 on (x3212c0s7b1n0:ncpus=64) and fi
current_cifar_paper,O4,single_P1_terminal,current_cifar_paper:cifar10:single_P1_terminal:seed3:h500000,7090269.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_single_fullk_K100_seed3_500k,cifar10,single_strict,1,terminal,100,500000,3,scheduler,completed,F,0,7090269.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-15T15:26:55Z,2026-04-20T15:39:53Z,2026-04-21T05:29:38Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_fullk_K100_seed3_500k_20260415_152655/checkpoints/ckpt_step99999.pt,500000,Job run at Mon Apr 20 at 15:39 on (x3212c0s25b0n0:ncpus=64) and f
current_cifar_paper,O4,single_P2_deepest,current_cifar_paper:cifar10:single_P2_deepest:seed1:h500000,7066260.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,O4_single_pipe_emul_P2_deep_K100_seed1_500k,cifar10,single_emulation,2,deepest,100,500000,1,scheduler,completed,,,7066260.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,2026-04-09T13:26:33Z,2026-04-12T09:05:43Z,2026-04-12T23:10:33Z,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260409_132633,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_single_pipe_emul_P2_deep_K100_seed1_500k_20260409_132633/checkpoints/ckpt_step99999.pt,500000,
